down,ydstogo,yardline_100,qtr,time_remaining,score_diff,offense_timeouts,defense_timeouts,home,weather_temp,weather_wind,weather_rain
2,1,77,3,1771,-25,2,1,0,75.3,3.3,1
2,4,92,4,3100,-25,3,0,1,64.8,8.6,1
2,6,63,1,2124,11,2,0,0,55.2,6.3,0
3,4,92,1,3078,5,1,2,1,57.2,0.6,1
2,4,51,1,3543,14,1,3,0,61.9,-8.3,0
4,18,12,1,481,12,2,0,0,37.2,4.8,1
1,5,87,2,2454,-10,2,0,1,46.9,-0.8,1
3,16,40,3,288,-25,1,1,0,66.8,-0.5,1
3,11,50,1,1307,18,2,2,1,64.1,17.1,0
3,9,61,4,2924,3,3,0,0,53.3,6.9,1
3,15,44,3,512,5,1,3,1,37.7,-1.0,0
3,1,43,3,437,4,1,1,1,84.2,10.0,0
4,15,66,2,3076,-19,1,0,1,55.7,10.7,1
1,8,32,1,1580,-28,2,1,0,73.4,5.6,1
2,16,43,2,1160,4,3,2,0,66.3,7.9,0
3,19,15,2,1803,-8,0,2,0,58.3,8.0,0
2,14,29,3,3391,-23,3,1,0,81.7,14.4,1
4,3,71,2,335,-1,2,3,0,60.1,7.2,1
3,19,51,3,697,18,1,0,0,94.6,3.5,1
3,15,36,1,1170,20,2,2,0,63.7,-1.8,1
1,1,92,1,1893,-3,1,0,0,66.4,8.3,0
2,4,20,3,79,27,0,0,0,63.9,7.2,0
3,19,50,1,2544,19,0,0,1,61.3,2.5,1
2,16,7,3,2884,-20,1,1,0,68.7,14.2,0
4,8,98,2,640,17,1,3,1,65.5,1.3,0
1,19,83,4,39,-5,3,0,1,73.9,0.0,1
1,10,81,2,436,-12,3,0,0,42.7,6.8,1
2,17,27,1,1447,7,0,0,1,49.8,12.4,0
2,11,48,4,1166,25,1,3,1,52.6,15.9,1
4,13,45,1,2867,3,2,1,1,59.7,10.5,0
4,1,34,3,3535,-16,3,2,0,91.1,7.4,1
2,19,3,3,3520,24,3,0,0,59.8,11.4,1
3,4,64,2,1502,3,1,2,1,56.4,9.3,0
2,5,2,4,1430,-26,1,1,1,56.9,5.6,0
3,9,94,4,1196,16,1,0,0,73.1,15.1,1
3,15,15,2,2575,-1,2,1,0,63.2,2.0,1
3,15,41,4,1328,-6,2,3,0,33.5,3.6,1
4,12,30,1,2786,-20,0,2,1,28.2,9.7,0
3,17,21,4,3584,3,2,0,0,63.0,1.4,0
2,14,97,2,848,8,0,2,1,30.5,3.2,0
1,3,13,3,327,-28,3,3,1,71.4,3.1,0
3,15,79,2,3277,-21,2,1,0,58.2,-4.3,0
4,5,51,4,60,21,2,0,1,48.6,1.1,1
3,10,67,2,2812,1,3,1,1,74.6,7.5,1
4,12,44,2,1979,-13,1,0,0,81.2,3.0,1
2,8,1,1,666,-15,0,0,1,60.5,9.2,0
1,7,51,2,2479,13,3,2,0,47.0,10.1,0
3,6,3,2,3055,-19,1,1,0,60.7,6.8,1
1,6,48,3,416,-18,2,0,1,50.1,1.3,1
1,19,57,2,1510,27,2,2,1,61.9,5.1,0
3,8,57,4,355,-24,0,0,0,35.0,8.3,0
2,9,70,3,265,5,0,2,1,54.4,6.8,1
3,14,31,2,2184,9,2,3,0,47.1,-2.2,1
3,5,97,1,1283,-10,1,1,0,61.3,11.7,0
2,4,47,2,3161,14,2,2,0,53.5,11.7,0
3,4,68,1,1194,-13,3,1,0,31.7,6.9,0
3,2,42,1,1183,-3,0,2,0,63.5,5.8,0
3,9,36,4,172,25,0,0,0,61.7,3.8,0
3,1,52,4,1504,-18,2,0,0,55.4,6.6,1
2,8,82,1,1407,-20,1,2,0,57.5,3.2,1
3,11,45,3,256,-12,0,2,1,34.9,-1.2,0
3,5,7,3,3456,-15,1,0,1,66.2,2.4,1
1,5,64,3,3143,-28,3,3,1,48.0,4.8,1
1,12,35,4,1621,11,3,0,1,42.9,7.2,0
1,11,70,2,380,3,2,1,0,49.1,14.0,1
1,15,82,2,2144,22,0,2,1,61.6,-1.9,1
2,17,40,3,1303,23,3,3,0,42.7,5.4,0
4,5,91,4,531,-19,1,1,1,66.5,1.2,1
4,6,72,1,608,-24,0,3,1,68.1,14.1,0
4,10,66,1,787,-18,0,0,0,61.2,9.4,1
3,4,90,1,1351,26,0,3,0,59.9,2.3,0
1,14,87,3,2065,9,2,3,0,61.4,9.3,0
2,1,76,2,3360,25,3,1,1,70.9,11.2,0
4,7,97,4,1482,6,3,1,1,74.2,12.4,1
4,19,76,1,2434,-11,0,2,1,41.6,10.0,1
4,14,84,3,2406,14,1,0,0,81.2,15.2,0
2,10,72,1,879,-28,1,0,1,56.0,3.5,0
2,1,45,4,1173,24,1,3,0,56.0,20.3,0
3,16,39,1,3269,27,3,1,0,65.4,16.6,1
1,9,80,4,3530,-5,0,1,0,38.3,10.1,0
1,17,94,4,2040,-18,0,1,1,65.1,0.9,0
1,15,58,1,312,1,0,3,1,59.4,-1.3,1
3,19,19,1,2082,20,2,3,1,59.9,0.2,1
1,3,80,2,1147,-28,1,1,1,46.1,15.5,0
3,17,29,4,1280,22,1,2,1,60.3,5.7,0
2,14,72,4,2585,-26,0,0,1,72.3,5.5,0
4,6,21,3,712,-24,2,3,1,56.2,0.4,0
1,17,85,4,2961,16,1,1,1,57.2,7.0,1
2,11,48,1,2890,22,3,0,1,48.4,8.6,0
1,13,37,2,1766,10,2,0,0,59.2,13.3,1
2,19,74,2,3191,27,0,0,0,31.0,3.6,0
3,11,70,4,2585,-2,0,3,0,55.0,-1.2,1
1,13,26,3,711,3,2,1,0,67.4,-4.0,0
3,17,7,2,221,-8,0,1,0,77.7,9.1,0
4,15,95,1,131,-11,3,2,0,70.4,4.6,1
1,13,96,3,257,-11,3,2,1,71.5,1.6,1
1,18,65,1,1981,-6,3,0,1,35.0,10.4,0
4,18,11,4,858,17,0,1,1,57.4,10.6,1
3,12,92,1,3364,27,2,0,1,53.0,13.0,0
4,2,46,1,355,-7,1,0,1,60.6,8.8,1
3,14,60,4,1206,8,1,3,0,67.5,7.9,0
3,7,67,1,2469,1,3,3,1,55.1,12.2,1
1,12,58,1,2253,20,1,2,0,57.7,8.4,0
3,8,23,3,2438,-1,2,3,0,47.7,15.4,1
2,7,95,3,535,11,1,0,1,52.6,6.6,0
4,19,52,3,3090,-13,0,3,0,52.8,3.0,0
1,5,93,2,2896,-8,2,2,0,80.4,12.7,1
1,4,14,1,2348,-6,0,0,1,48.8,9.6,0
3,13,68,3,2069,7,2,0,1,67.4,3.5,1
4,13,18,1,1535,-9,3,0,1,50.8,13.9,0
4,19,12,1,2032,-24,3,0,1,49.1,3.9,0
3,2,87,4,18,25,2,0,1,64.7,6.3,0
2,18,12,3,1755,13,0,0,1,60.5,-2.4,1
2,16,4,4,584,2,0,2,0,61.6,13.7,1
4,4,4,4,2486,-11,0,2,1,45.3,10.5,0
1,16,36,1,1841,3,3,2,1,23.7,10.9,0
1,17,15,4,937,-10,0,2,1,41.5,6.6,0
3,3,8,1,1439,15,0,1,1,50.6,9.8,0
2,1,54,3,3140,19,3,2,1,59.7,10.6,0
2,13,21,3,1786,-16,1,3,0,45.9,11.9,0
4,12,44,1,2409,-9,3,0,0,56.5,4.7,0
2,17,10,2,762,24,1,2,0,23.2,6.5,0
4,18,69,4,1930,-14,1,3,1,73.6,-0.0,0
1,2,42,3,1069,-9,0,2,0,39.5,12.6,0
2,19,88,3,3450,-23,0,2,1,56.0,5.3,0
1,17,80,1,2633,-13,1,3,1,51.7,2.6,1
3,12,37,2,2179,-22,0,1,0,42.6,4.4,1
4,7,33,1,3594,8,1,3,1,75.6,0.7,0
4,12,86,4,3383,20,0,2,0,63.3,4.2,1
1,11,36,1,3508,-18,1,0,0,46.9,5.8,1
4,8,88,3,618,2,0,1,1,73.5,12.7,1
1,2,10,1,2397,-3,3,2,1,46.3,-0.9,0
3,14,67,4,476,23,3,3,1,85.6,9.9,1
3,6,44,2,606,0,0,2,0,58.2,9.3,1
1,5,82,2,664,25,1,2,1,61.2,12.4,0
1,8,9,4,786,-23,1,0,1,64.3,5.4,1
1,1,91,2,3019,-14,2,1,0,26.7,5.6,0
3,8,98,3,2763,1,3,2,1,30.3,1.2,1
3,16,45,2,2174,20,1,2,0,60.3,7.9,1
1,14,65,3,2063,15,2,1,0,70.9,10.3,0
3,2,50,2,3579,-3,1,0,0,68.5,9.3,1
4,7,60,2,162,6,0,0,0,63.2,10.2,1
1,13,51,2,603,10,1,1,0,68.9,6.9,1
3,18,66,3,2452,19,3,3,0,42.0,1.2,1
2,9,46,4,2024,5,0,1,0,63.0,-0.7,0
2,19,97,4,1661,7,1,1,0,48.3,1.7,1
2,1,93,2,428,-12,2,0,0,6.4,8.9,1
2,18,79,1,1397,5,0,1,0,20.9,2.0,0
2,4,9,1,3148,-21,2,3,0,73.4,12.7,1
1,14,23,3,1186,5,3,1,1,74.1,4.6,0
2,2,36,4,3047,-5,3,1,0,48.0,14.8,1
3,19,13,3,3218,13,2,3,1,34.6,-4.6,1
2,5,89,4,2858,-18,3,2,0,61.1,2.6,0
3,7,27,3,1925,-28,2,1,1,68.1,-2.4,1
1,13,76,3,852,-23,0,0,1,42.5,7.8,0
1,1,89,1,3512,13,2,0,1,50.1,3.3,0
4,11,29,1,1608,-7,3,2,0,53.7,-0.8,1
2,6,72,3,1431,-8,3,0,0,52.7,10.8,1
3,9,66,1,3111,-25,3,3,0,60.5,9.0,1
3,7,63,2,3219,-25,0,0,0,60.8,13.8,0
1,17,1,3,2287,-19,0,1,0,30.7,-3.6,0
4,9,54,2,1697,-21,0,1,1,75.3,5.0,1
2,15,53,4,335,-22,0,2,0,48.4,16.6,1
4,1,1,3,953,10,1,3,1,45.0,19.5,0
2,13,91,3,2905,10,2,2,1,45.0,13.3,0
2,8,75,2,525,23,0,0,0,57.1,8.8,0
3,12,61,4,1375,-24,0,1,1,44.6,12.8,0
1,17,36,1,2617,9,2,1,1,41.5,8.3,0
3,14,90,2,395,-17,3,1,1,63.5,10.9,0
4,7,42,3,294,23,3,0,0,35.0,4.8,0
3,5,8,4,1620,24,3,2,1,66.1,4.6,0
1,17,98,2,1667,-6,0,1,1,87.5,-1.5,1
3,5,53,3,198,-9,0,3,0,64.7,5.5,0
1,1,58,2,3254,23,2,2,1,71.2,6.0,1
1,6,68,3,255,23,2,2,1,50.8,8.1,0
2,1,17,3,2228,7,2,3,0,68.9,18.4,0
2,15,4,3,1394,-16,0,1,0,76.5,6.1,1
1,17,45,2,3417,17,1,3,1,49.1,-2.4,1
1,9,85,1,2952,-3,3,3,0,63.1,4.0,0
4,12,98,3,420,16,2,3,1,52.5,10.8,0
2,19,26,4,235,7,0,3,0,35.4,15.9,1
1,18,97,3,2119,-9,3,0,0,62.7,14.0,1
2,1,85,2,1522,-4,0,0,0,67.0,10.7,0
3,2,81,2,3339,17,3,2,0,68.6,7.3,1
3,8,28,1,2066,-21,0,0,1,43.9,7.2,0
2,6,72,1,2476,27,3,2,0,70.8,19.0,1
1,3,97,4,3157,-28,3,3,1,72.3,9.2,1
4,3,57,3,889,-16,0,1,0,64.8,4.2,1
3,16,87,2,2084,0,1,1,0,63.1,4.8,1
4,4,28,2,2774,-20,0,0,1,30.5,-0.6,0
2,10,84,4,1896,-16,0,2,0,50.6,0.9,1
1,1,18,2,2798,4,0,2,0,53.5,7.1,1
2,12,68,4,1626,25,0,3,1,40.7,15.7,0
2,15,36,1,323,-2,3,3,0,65.2,6.6,0
3,12,40,3,1967,-16,1,3,0,50.1,3.4,1
3,6,72,2,1744,-11,0,0,0,56.7,7.2,0
1,2,45,4,2110,-19,0,1,1,69.6,10.5,1
3,8,83,4,544,10,0,0,1,65.3,-0.7,1
2,15,58,4,3483,-20,2,1,0,41.5,0.3,1
3,3,51,3,2352,21,1,1,0,61.5,12.2,1
2,16,27,3,1688,9,1,0,0,65.1,1.0,1
3,18,64,2,1186,26,2,1,0,25.3,-1.9,1
3,12,26,3,620,-5,2,2,0,58.0,-0.6,0
2,17,74,3,3372,9,2,1,0,29.8,3.7,1
1,6,48,3,1482,-21,0,1,1,54.3,13.8,0
3,12,53,2,819,18,1,3,1,76.1,-0.5,0
4,14,52,1,2338,-25,0,2,0,53.7,11.1,0
2,14,5,1,400,1,0,2,0,67.4,1.2,1
4,14,79,3,1080,16,1,0,0,58.7,4.6,0
1,4,98,2,242,15,1,3,1,76.9,5.1,1
4,18,73,1,2825,-6,0,2,1,63.0,6.2,0
4,13,18,4,596,-5,1,0,0,53.6,4.1,1
2,3,62,4,3214,-1,0,0,0,65.4,2.3,1
1,13,16,2,1988,-13,1,1,1,79.4,14.1,0
3,18,65,3,2160,-14,1,1,0,40.2,-2.1,0
4,1,44,1,1220,-8,2,1,1,42.4,8.9,0
1,17,86,1,3382,-18,2,1,0,56.6,14.0,1
3,7,58,2,1989,-19,3,3,1,62.4,4.9,1
4,6,6,4,379,-24,1,0,1,84.1,13.0,1
1,10,86,4,2132,12,3,2,0,47.4,13.5,1
3,14,56,4,1381,-28,3,1,0,36.4,8.1,0
1,2,88,1,2335,6,2,2,0,71.5,8.7,1
1,6,6,3,313,7,0,0,0,50.2,0.7,0
2,16,24,2,822,-16,2,3,1,86.0,1.7,0
2,5,11,1,2109,-19,2,0,0,68.8,4.0,0
1,7,30,2,3579,13,2,1,0,48.3,-1.4,1
4,13,47,4,2586,15,2,2,0,39.7,17.9,0
1,5,65,1,1576,-26,0,1,1,32.2,6.6,1
4,1,39,4,501,-28,0,1,1,72.3,2.8,0
1,11,47,3,976,12,2,3,0,86.2,15.4,0
3,2,72,1,136,-18,0,3,0,59.8,10.8,0
3,8,41,4,553,-3,1,2,0,67.2,13.2,1
2,13,81,2,3477,10,2,0,0,45.3,8.9,0
2,15,12,2,828,1,3,3,0,45.0,12.7,0
4,19,78,4,3079,12,2,0,0,57.3,4.1,0
1,17,79,1,869,-17,1,2,0,61.0,16.2,1
4,1,57,4,681,-16,1,2,0,59.8,-1.7,1
3,10,30,1,1362,-8,3,2,0,45.2,1.5,1
4,1,1,4,1504,-21,2,2,0,52.1,15.0,1
2,16,97,4,3403,0,2,2,0,36.7,9.3,1
2,2,3,3,203,24,0,0,1,35.0,7.4,1
3,15,9,3,1047,-2,1,2,1,46.8,0.2,1
3,1,19,2,1100,1,2,0,0,37.4,6.3,0
4,3,19,1,1127,2,0,2,0,59.8,5.0,1
4,18,27,3,783,-22,1,2,0,70.6,0.9,0
1,4,22,4,1122,-16,0,0,0,52.6,13.8,1
1,10,46,2,1633,-6,0,3,1,59.3,13.5,0
4,10,89,3,2060,-28,3,3,1,61.2,5.2,0
2,14,38,3,548,19,2,2,0,23.2,12.7,0
3,18,14,1,2498,-21,2,0,1,33.2,0.8,0
1,8,15,2,3572,-8,2,3,1,85.9,5.7,0
1,12,84,4,376,14,0,2,1,51.4,12.8,1
2,19,10,4,400,-19,0,3,1,31.0,16.3,0
3,3,94,2,3261,-5,1,2,0,60.6,7.5,1
4,10,3,3,2616,-8,2,3,0,62.3,12.8,1
4,6,5,1,234,27,1,3,0,73.1,4.9,0
1,18,7,2,1113,22,2,1,1,60.6,9.9,1
1,12,91,4,606,-17,0,0,1,65.3,11.2,1
3,13,1,2,3194,12,2,3,1,37.4,10.7,1
3,4,87,2,3431,5,1,1,0,46.0,7.3,1
1,19,4,3,197,1,1,1,0,71.0,3.9,0
2,2,71,2,1617,18,0,2,1,57.5,2.2,1
4,10,44,4,2960,27,0,2,0,49.3,2.3,0
1,14,25,1,2805,-13,3,3,1,74.7,12.8,1
4,17,67,4,890,-10,1,3,1,53.6,9.6,0
2,6,70,1,1022,18,3,2,1,68.5,16.2,1
3,7,42,4,3117,3,1,2,1,70.6,7.9,0
3,1,11,1,963,-14,3,2,1,53.7,11.3,1
3,13,26,1,1930,-1,2,1,0,52.9,17.6,1
3,4,2,3,493,-7,3,2,0,68.2,3.6,1
1,12,61,3,221,6,1,0,0,22.3,13.4,0
2,2,35,3,2541,17,2,1,0,47.9,7.4,1
4,10,62,3,480,-26,3,1,1,59.6,6.5,0
1,10,53,2,3170,4,0,1,1,60.0,2.6,1
3,10,70,1,2641,18,2,1,1,33.6,4.9,1
3,6,45,3,1101,5,0,1,1,40.8,5.9,0
1,4,28,2,1795,-28,3,2,1,36.0,6.7,1
1,15,62,3,147,16,2,3,1,74.1,23.4,1
4,18,94,3,3189,-3,1,3,0,60.5,6.9,0
1,6,68,3,33,13,3,2,0,40.6,2.0,1
1,9,17,4,1480,-25,1,2,0,49.1,6.4,1
1,3,26,3,251,-28,1,3,1,48.3,12.7,0
3,3,95,1,3413,-17,3,1,1,64.6,10.1,0
4,7,71,1,621,-22,3,2,1,40.0,2.2,1
1,14,63,3,956,10,0,2,1,52.7,4.1,1
4,13,71,4,1164,15,2,1,0,37.5,-7.6,0
3,14,27,2,1150,14,3,3,0,70.5,6.8,1
1,2,91,3,2,-18,1,1,0,43.3,17.2,1
1,1,20,2,1826,-9,0,2,0,52.2,2.3,0
2,6,93,1,3383,13,1,3,0,48.4,17.0,0
1,7,23,2,851,25,0,3,0,92.7,6.7,1
1,10,31,4,327,-16,2,1,0,45.1,14.2,1
2,12,64,4,1152,18,1,0,1,74.8,3.1,0
4,4,49,3,1790,19,2,2,0,60.1,12.1,1
4,16,94,1,1035,2,1,3,1,65.0,7.3,1
3,15,84,1,388,-14,0,0,0,67.4,0.2,1
2,6,86,3,3488,20,1,3,0,64.4,2.0,1
2,13,56,1,1796,-18,3,0,0,52.5,5.4,0
3,6,97,2,2738,7,0,3,0,37.5,9.7,0
1,2,72,2,2332,-10,3,0,1,44.1,2.4,1
3,14,32,2,401,11,2,3,1,71.4,13.8,1
4,2,59,2,2304,10,3,0,0,64.7,9.6,0
4,5,39,3,442,23,2,1,1,49.2,8.6,1
1,6,27,2,3564,18,0,3,0,43.9,-6.4,1
2,18,74,2,2904,22,0,2,1,71.7,10.1,1
2,12,41,2,1677,-14,0,0,0,60.8,9.2,1
3,16,25,1,2016,22,1,3,1,66.4,11.9,1
1,18,85,2,2804,-17,0,2,0,50.4,7.6,1
4,17,34,4,736,19,1,3,0,51.2,9.3,1
4,12,73,1,3189,16,1,2,0,50.5,7.4,1
2,7,29,2,1664,22,2,0,1,62.0,9.7,0
2,8,38,4,2376,0,3,1,0,49.2,2.2,1
2,4,40,2,3464,2,0,3,1,37.6,-1.3,1
1,12,48,3,1759,-20,0,3,1,56.9,1.1,1
4,12,76,3,2689,11,0,1,0,36.1,9.7,1
4,19,35,3,3056,-24,3,1,1,70.5,4.1,1
2,4,1,3,2330,-6,2,3,0,38.2,8.0,1
3,15,16,2,327,21,3,0,1,54.3,2.0,0
2,6,3,4,2740,-8,1,0,0,56.1,6.4,1
1,2,90,3,2285,24,3,3,0,55.5,15.6,1
2,8,1,1,3414,-26,2,2,1,78.1,13.2,0
1,19,91,4,2861,-24,1,2,1,71.5,4.8,1
4,9,63,3,2129,13,3,2,1,54.1,11.2,1
3,4,1,1,1183,6,0,3,0,76.5,5.4,1
4,7,36,1,2631,14,1,1,1,69.4,1.4,1
1,14,76,1,2686,20,2,3,1,66.1,9.6,0
3,6,47,1,1717,10,3,1,0,63.8,6.6,1
3,5,80,4,658,15,0,2,1,49.3,7.3,1
3,5,46,4,2841,-23,0,0,0,69.3,3.0,0
4,2,36,2,2404,23,3,1,1,54.2,4.1,1
2,14,20,4,2353,14,2,2,1,38.3,7.1,0
1,7,66,1,2340,5,3,2,1,52.5,4.8,1
1,6,78,2,1590,20,2,0,0,61.6,15.6,0
2,7,68,3,275,11,0,0,1,73.1,3.5,0
1,14,19,2,3422,21,3,3,1,58.7,7.0,0
1,17,35,1,3242,-22,0,0,1,37.7,2.0,0
1,15,68,3,1091,-14,0,0,1,48.1,-0.1,1
2,11,21,2,273,-28,1,2,1,75.3,3.0,1
1,14,73,3,3317,-14,2,1,1,25.3,2.2,1
2,5,91,2,843,17,3,2,0,55.3,4.1,0
3,18,26,4,718,25,3,1,0,51.7,2.3,0
2,12,36,3,2289,-27,0,2,1,45.8,8.2,1
1,19,70,2,2903,-18,2,2,0,60.7,10.3,1
3,6,73,1,72,6,2,1,1,61.7,-1.3,1
1,3,22,3,1931,9,1,0,0,64.7,5.8,1
3,14,48,3,1881,-8,1,3,1,48.2,-2.6,0
2,7,52,1,2088,0,1,0,0,49.2,4.8,1
2,4,82,4,3565,0,3,2,1,49.0,6.1,0
1,15,71,4,867,-12,1,3,1,48.6,5.0,1
2,11,15,1,1353,-6,1,2,1,39.5,9.3,1
1,15,15,3,1673,12,3,3,1,50.7,1.5,0
3,5,89,4,191,8,0,1,0,56.1,8.3,0
1,2,67,3,1599,-11,3,0,1,37.9,11.5,0
3,8,85,1,747,1,1,2,0,41.6,7.6,1
2,19,14,1,3038,21,1,1,0,51.6,6.5,0
3,12,52,1,3472,8,1,3,1,40.1,3.6,1
3,17,7,1,2626,24,1,3,1,70.0,7.6,0
3,17,47,3,2607,-5,2,2,0,47.8,0.0,0
4,18,35,1,1886,20,2,1,0,83.8,1.9,1
3,9,31,1,3417,-16,2,2,1,79.7,6.8,0
4,4,22,1,3016,-17,3,3,0,71.6,8.0,0
2,18,13,4,2104,14,1,3,0,77.6,9.3,1
4,10,15,2,2558,26,0,0,0,50.0,6.4,1
2,7,53,1,197,-12,1,1,0,44.7,11.9,1
3,9,26,2,3532,-10,0,3,1,64.6,11.9,0
2,15,30,2,2593,20,1,3,0,40.5,5.4,1
4,7,75,1,760,1,3,3,1,49.4,4.6,1
2,16,40,4,2840,14,3,3,0,73.2,1.0,1
3,5,85,2,1285,20,2,0,1,47.0,6.5,0
1,7,62,1,3436,-18,3,3,1,37.5,8.0,0
3,3,92,3,2245,1,3,2,1,46.2,2.7,1
1,17,69,3,1419,-27,1,1,0,60.5,5.4,0
2,17,94,1,3268,-12,3,3,0,69.5,13.0,0
1,4,72,4,2266,-12,3,2,1,60.1,3.7,1
2,11,62,1,2516,-13,2,1,1,50.5,9.4,1
2,16,37,1,2864,3,1,0,0,47.5,9.3,1
2,12,68,3,2043,-1,0,1,1,56.1,4.9,0
2,13,40,2,249,-8,2,0,0,62.3,14.2,1
1,5,30,4,1051,8,0,1,0,48.9,1.9,1
3,1,3,2,108,7,3,1,1,47.6,1.4,1
4,18,88,1,2531,7,3,3,0,31.6,7.1,1
2,18,30,3,3193,11,3,3,0,44.4,4.5,1
1,18,35,2,2454,-28,3,3,1,30.3,-10.6,1
1,1,78,4,1998,-23,2,0,0,75.6,2.6,1
3,13,73,1,3083,13,0,1,1,39.4,10.2,1
4,5,66,4,372,11,3,2,1,51.2,1.7,1
4,7,77,1,1600,-8,2,2,1,68.2,9.9,0
2,8,96,4,13,2,1,3,1,70.9,10.5,1
2,5,96,1,437,27,2,0,1,47.4,9.8,1
1,12,47,1,2999,-4,1,1,1,20.8,-0.8,1
1,12,4,2,481,-17,0,2,0,54.8,4.3,1
4,18,13,3,1387,-22,3,2,0,53.6,2.5,1
2,16,25,3,2907,18,0,3,1,54.0,12.8,0
2,14,53,4,1263,27,1,3,1,37.4,10.4,1
2,19,47,3,400,-7,0,0,1,46.3,6.6,0
2,9,60,4,2791,-12,0,2,1,78.1,13.7,1
4,2,79,2,2011,-4,2,3,0,73.4,19.7,0
4,17,71,1,2109,-28,0,2,1,37.0,1.1,1
3,7,72,2,1550,13,1,2,1,39.9,-2.5,0
2,9,84,4,3474,-6,0,0,0,32.0,11.2,1
3,8,8,2,1105,12,2,0,1,39.6,5.2,1
2,18,39,3,1148,-19,2,0,1,53.1,7.0,1
3,8,84,1,2961,0,2,1,0,43.1,1.0,0
1,13,13,2,1483,-23,1,0,0,64.5,1.8,0
3,13,41,1,341,-16,1,1,1,67.6,9.0,0
1,11,78,4,1470,-24,3,0,1,54.6,2.5,0
3,11,84,1,2051,18,3,1,0,49.8,9.6,0
3,2,81,1,2075,-25,2,2,1,59.8,15.5,1
1,17,87,3,1347,11,1,1,1,38.5,13.3,1
3,7,6,2,3576,-21,0,2,1,97.1,9.4,1
1,5,90,2,305,24,1,1,1,78.4,12.2,0
2,5,49,3,2275,1,3,1,0,57.8,1.1,1
1,8,78,1,2732,4,0,0,0,90.9,7.7,0
3,12,27,1,1155,16,2,1,1,40.7,5.0,0
3,11,74,1,1406,-11,2,2,0,79.6,3.9,0
2,16,14,4,639,-27,1,2,1,17.3,15.2,0
4,16,51,3,965,20,1,2,1,54.3,15.2,1
3,7,4,2,706,-13,2,3,0,51.7,5.3,0
3,16,55,4,2779,-28,3,1,1,61.9,4.1,0
1,13,98,1,1857,-1,2,2,0,46.1,8.7,1
3,17,51,2,605,0,1,0,1,45.0,6.3,1
3,1,4,1,992,-25,1,3,0,61.3,8.9,0
4,10,51,3,3370,8,0,1,1,54.4,8.6,0
3,12,20,4,2784,1,0,0,0,43.3,12.2,1
1,5,21,1,874,25,2,0,1,42.4,9.7,0
3,13,57,4,1329,-28,0,0,0,51.3,15.2,1
1,14,33,1,1696,3,2,3,1,61.4,0.2,0
2,3,38,4,701,17,3,1,0,69.2,8.1,1
4,19,18,1,1110,2,1,2,1,81.3,4.2,0
4,18,63,1,483,-22,3,3,1,34.2,-5.0,0
4,6,71,3,2249,8,2,0,0,32.5,-0.8,1
2,4,88,4,1370,10,0,1,1,59.3,-5.7,0
3,4,42,1,3278,2,3,0,1,49.6,6.6,0
3,1,3,4,1736,-2,0,1,1,66.9,15.7,1
1,1,24,2,1079,-7,0,1,1,55.6,7.7,0
4,6,97,4,3303,21,1,1,0,55.4,11.0,1
4,13,79,4,940,-5,1,1,1,49.7,7.8,1
1,13,53,1,1290,10,1,1,1,61.6,3.2,1
4,11,88,1,1968,-25,3,2,0,66.4,3.0,1
2,13,25,1,66,-6,2,0,1,25.5,9.8,0
3,3,1,3,822,-5,1,0,1,25.4,6.7,0
3,19,65,3,3147,-25,0,2,1,73.0,6.9,0
1,4,87,1,91,-19,1,3,1,33.2,7.2,1
1,7,13,1,2213,4,0,2,1,42.0,10.1,0
3,13,3,3,2837,8,1,1,0,82.2,12.0,1
4,3,73,2,643,-28,0,1,0,60.5,4.7,0
4,9,70,4,2652,-1,2,1,1,65.7,7.0,1
2,18,4,3,2572,22,1,0,1,29.0,3.0,0
4,5,86,1,2627,-20,1,1,0,69.4,3.4,1
2,12,96,1,2889,3,3,3,1,65.0,6.1,1
3,12,24,2,2301,-13,1,3,0,53.1,7.7,1
2,2,83,3,470,-23,3,1,1,51.5,2.0,0
3,2,93,2,3192,-23,2,1,1,55.9,5.8,0
3,3,44,2,759,8,2,2,0,40.9,9.9,1
3,1,71,4,2100,-7,1,0,0,62.9,12.8,1
2,11,47,2,118,7,2,3,0,74.9,-8.2,1
3,5,97,1,2197,19,2,1,1,90.3,12.9,0
3,12,9,1,2323,-28,1,2,0,83.1,3.4,1
2,6,20,2,2886,22,0,3,1,56.0,-0.5,1
3,7,24,2,1866,-18,0,0,0,72.2,3.2,0
1,2,13,1,3112,14,1,0,0,76.9,5.8,1
4,16,8,3,1568,25,2,3,1,54.3,-0.3,0
1,3,65,3,3015,17,3,3,0,44.2,-0.4,1
4,18,59,2,823,16,0,1,0,49.5,7.6,1
4,4,51,3,2430,27,2,1,1,64.2,4.9,0
4,19,73,4,2505,15,2,3,0,54.1,17.7,1
1,14,80,3,469,9,1,3,1,55.7,1.5,1
1,16,27,1,2172,-10,0,3,1,54.1,17.2,1
1,16,43,1,1469,-26,3,0,1,41.3,2.0,1
2,9,64,2,1336,-7,1,0,0,51.5,1.9,0
4,4,1,2,1621,-15,1,1,0,79.5,3.8,0
4,13,50,4,2292,-2,1,1,1,14.5,-2.0,0
3,13,48,4,2358,-7,3,3,0,39.3,3.4,1
4,16,27,4,288,-22,3,1,1,40.7,3.8,1
1,5,66,3,2551,-12,1,0,1,43.9,15.3,0
